STATE,UP,DOWN,RIGHT,LEFT,PICK_OBJECT,OPEN_DOOR
"(4, 2, 0, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 2, 0, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 2, 1, 0, 0)",1.3262171583571702,1.0210145031972302,4.0760688023531095,0.5348980969602445,0.8260641672901334,-1.762630027124898
"(4, 2, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 2, 1, 1, 0)",0.7211641606462655,2.0632308791542444,5.9728315560862715,0.8062983089073255,0.8865426442830061,-1.3511815849709288
"(4, 2, 1, 1, 1)",-0.01598831317109176,-0.06571027682175067,0.24270966811798347,-0.026074589548570004,-0.07168227233668319,-2.229578765430492
"(4, 3, 0, 0, 0)",14.0439406965152,2.9099147199005504,3.6728144205595203,0.344046420389851,2.5428565833690393,0.5791811868567787
"(4, 3, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 3, 0, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 3, 0, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 3, 1, 0, 0)",2.339960094255756,4.668096162446196,16.517371565081216,1.806728561120468,2.9397524165544935,3.153700625608379
"(4, 3, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 3, 1, 1, 0)",3.0243626152247582,6.921855507102343,15.128950987604055,3.1201480422517034,6.378343559065586,3.435106198640744
"(4, 3, 1, 1, 1)",0.11188819922350032,0.7018645262304207,4.634085293426715,0.04380785978067411,0.15053385549112197,-1.7808063402200256
"(4, 4, 0, 0, 0)",11.526344855108183,2.6428490082053067,0.6325311833523563,3.2820564078852454,1.810107157498277,-0.3994663575666315
"(4, 4, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 4, 0, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 4, 0, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 4, 1, 0, 0)",14.954391673912035,16.22393412717432,12.767195150741875,14.314199288076432,17.802700650563686,12.87844903173255
"(4, 4, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 4, 1, 1, 0)",13.935069483364693,15.208683119242826,16.63442173748676,12.799161470864576,15.216617078630946,12.343132254544653
"(4, 4, 1, 1, 1)",1.2144483755663256,4.550441788607947,12.173129682731432,1.5360634623081526,3.4031243962434887,0.08838445406570816
"(4, 5, 0, 0, 0)",0.264748559369649,0.17867659918430848,-0.4478603115465151,1.770359879864213,0.29987296750597947,-2.0673294197446017
"(4, 5, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 5, 0, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 5, 0, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 5, 1, 0, 0)",5.418221702491762,6.97329191713535,4.831925977713273,15.923810764965392,5.455411855264405,1.266412352712218
"(4, 5, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 5, 1, 1, 0)",16.06629602803305,15.893897054780808,15.256895114795174,14.863892483332686,15.51152064851914,17.53097024999744
